,Time(sec),Distance(feet),SOC,Surplus(Foot-pound)
429,429.0,18876.0,0.964637123352163,0.0
430,430.0,18920.0,0.9645546924042661,0.0
431,431.0,18964.0,0.9644722614563691,0.0
432,432.0,19008.0,0.964389830508472,0.0
433,433.0,19052.0,0.9643073995605749,0.0
434,434.0,19096.0,0.9642249686126779,0.0
435,435.0,19140.0,0.9641425376647808,0.0
436,436.0,19184.0,0.9640601067168837,0.0
437,437.0,19228.0,0.9639776757689865,0.0
438,438.0,19272.0,0.9638952448210895,0.0
439,439.0,19316.0,0.9638128138731924,0.0
440,440.0,19360.0,0.9637303829252954,0.0
441,441.0,19404.0,0.9636479519773984,0.0
442,442.0,19448.0,0.9635655210295012,0.0
443,443.0,19492.0,0.963483090081604,0.0
444,444.0,19536.0,0.9634006591337071,0.0
445,445.0,19580.0,0.9633182281858099,0.0
446,446.0,19624.0,0.963235797237913,0.0
447,447.0,19668.0,0.9631533662900159,0.0
448,448.0,19712.0,0.9630709353421187,0.0
449,449.0,19756.0,0.9629885043942216,0.0
450,450.0,19800.0,0.9629060734463246,0.0
451,451.0,19844.0,0.9628236424984277,0.0
452,452.0,19888.0,0.9627412115505306,0.0
453,453.0,19932.0,0.9626587806026337,0.0
454,454.0,19976.0,0.9625763496547365,0.0
455,455.0,20020.0,0.9624939187068395,0.0
456,456.0,20064.0,0.9624114877589425,0.0
457,457.0,20108.0,0.9623290568110453,0.0
458,458.0,20152.0,0.9622466258631481,0.0
459,459.0,20196.0,0.9621641949152512,0.0
460,460.0,20240.0,0.962081763967354,0.0
461,461.0,20284.0,0.9619993330194571,0.0
462,462.0,20328.0,0.96191690207156,0.0
463,463.0,20372.0,0.9618344711236628,0.0
464,464.0,20416.0,0.9617520401757657,0.0
465,465.0,20460.0,0.9616696092278687,0.0
466,466.0,20504.0,0.9615871782799718,0.0
467,467.0,20548.0,0.9615047473320747,0.0
468,468.0,20592.0,0.9614223163841775,0.0
469,469.0,20636.0,0.9613398854362806,0.0
470,470.0,20680.0,0.9612574544883836,0.0
471,471.0,20724.0,0.9611750235404866,0.0
472,472.0,20768.0,0.9610925925925894,0.0
473,473.0,20812.0,0.9610101616446922,0.0
474,474.0,20856.0,0.9609277306967953,0.0
475,475.0,20900.0,0.9608452997488983,0.0
476,476.0,20944.0,0.9607628688010013,0.0
477,477.0,20988.0,0.9606804378531041,0.0
478,478.0,21032.0,0.9605980069052071,0.0
479,479.0,21076.0,0.96051557595731,0.0
480,480.0,21120.0,0.960433145009413,0.0
481,481.0,21164.0,0.960350714061516,0.0
482,482.0,21208.0,0.9602682831136188,0.0
483,483.0,21252.0,0.9601858521657216,0.0
484,484.0,21296.0,0.9601034212178247,0.0
485,485.0,21340.0,0.9600209902699275,0.0
486,486.0,21384.0,0.9599385593220305,0.0
487,487.0,21428.0,0.9598561283741337,0.0
488,488.0,21472.0,0.9597736974262365,0.0
489,489.0,21516.0,0.9596912664783395,0.0
490,490.0,21560.0,0.9596088355304425,0.0
491,491.0,21604.0,0.9595264045825456,0.0
492,492.0,21648.0,0.9594439736346487,0.0
493,493.0,21692.0,0.9593615426867516,0.0
494,494.0,21736.0,0.9592791117388546,0.0
495,495.0,21780.0,0.9591966807909575,0.0
496,496.0,21824.0,0.9591142498430604,0.0
497,497.0,21868.0,0.9590318188951632,0.0
498,498.0,21912.0,0.9589493879472663,0.0
499,499.0,21956.0,0.9588669569993691,0.0
500,500.0,22000.0,0.9587845260514721,0.0
501,501.0,22044.0,0.9587020951035751,0.0
502,502.0,22088.0,0.9586196641556779,0.0
503,503.0,22132.0,0.9585372332077807,0.0
504,504.0,22176.0,0.9584548022598838,0.0
505,505.0,22220.0,0.9583723713119868,0.0
506,506.0,22264.0,0.9582899403640898,0.0
507,507.0,22308.0,0.9582075094161928,0.0
508,508.0,22352.0,0.9581250784682956,0.0
509,509.0,22396.0,0.9580426475203987,0.0
510,510.0,22440.0,0.9579602165725016,0.0
511,511.0,22484.0,0.9578777856246045,0.0
512,512.0,22528.0,0.9577953546767073,0.0
513,513.0,22572.0,0.9577129237288103,0.0
514,514.0,22616.0,0.9576304927809134,0.0
515,515.0,22660.0,0.9575480618330163,0.0
516,516.0,22704.0,0.9574656308851192,0.0
517,517.0,22748.0,0.9573831999372222,0.0
518,518.0,22792.0,0.957300768989325,0.0
519,519.0,22836.0,0.957218338041428,0.0
520,520.0,22880.0,0.9571359070935309,0.0
521,521.0,22924.0,0.9570534761456339,0.0
522,522.0,22968.0,0.9569710451977367,0.0
523,523.0,23012.0,0.9568886142498397,0.0
524,524.0,23056.0,0.9568061833019426,0.0
525,525.0,23100.0,0.9567237523540455,0.0
526,526.0,23144.0,0.9566413214061484,0.0
527,527.0,23188.0,0.9565588904582514,0.0
528,528.0,23232.0,0.9564764595103542,0.0
529,529.0,23276.0,0.9563940285624573,0.0
530,530.0,23320.0,0.9563115976145602,0.0
531,531.0,23364.0,0.956229166666663,0.0
532,532.0,23408.0,0.9561467357187659,0.0
